obj,"x[Ashland,Chicago]","x[Ashland,Houston]","x[Ashland,LA]","x[Ashland,NYC]","x[Harlingen,Chicago]","x[Harlingen,Houston]","x[Harlingen,LA]","x[Harlingen,NYC]","x[Memphis,Chicago]","x[Memphis,Houston]","x[Memphis,LA]","x[Memphis,NYC]",y[Ashland],y[Harlingen],y[Memphis]
2745.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
